epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,696.902,0.95917,0.95559,0.87255,0.9126,0.83206,0.92843,0.68022,1.07513,0.79981,0.95955,9.9025e-05,9.9025e-05,9.9025e-05
185,700.075,0.92055,0.92914,0.87,0.8952,0.84854,0.9289,0.67969,1.05947,0.79075,0.95688,9.82e-05,9.82e-05,9.82e-05
186,703.35,0.95355,0.93652,0.86685,0.86336,0.86074,0.9242,0.67993,1.06646,0.80134,0.95878,9.7375e-05,9.7375e-05,9.7375e-05
187,708.018,0.92247,0.90963,0.86417,0.88429,0.85681,0.93246,0.68966,1.06849,0.79563,0.9605,9.655e-05,9.655e-05,9.655e-05
188,711.922,0.96152,0.94471,0.88572,0.90596,0.84406,0.93143,0.67963,1.06872,0.78085,0.95913,9.5725e-05,9.5725e-05,9.5725e-05
189,715.08,0.90139,0.91407,0.86923,0.91671,0.8356,0.93315,0.67572,1.07717,0.77498,0.9593,9.49e-05,9.49e-05,9.49e-05
190,718.37,0.93122,0.94924,0.85682,0.90642,0.8437,0.92895,0.6749,1.06138,0.77113,0.9565,9.4075e-05,9.4075e-05,9.4075e-05
191,722.746,0.93964,0.92539,0.86645,0.91413,0.84028,0.93357,0.67606,1.07409,0.77382,0.95656,9.325e-05,9.325e-05,9.325e-05
192,726.752,0.94713,0.95274,0.87148,0.86975,0.85378,0.92836,0.67171,1.06906,0.80635,0.95636,9.2425e-05,9.2425e-05,9.2425e-05
193,730.009,0.90635,0.9475,0.86502,0.86181,0.85784,0.9148,0.66272,1.07189,0.80906,0.96066,9.16e-05,9.16e-05,9.16e-05
194,733.129,0.95296,0.95272,0.86561,0.88868,0.83911,0.92318,0.66868,1.09725,0.78994,0.96718,9.0775e-05,9.0775e-05,9.0775e-05
195,737.371,0.88331,0.90281,0.86351,0.91218,0.83675,0.92654,0.67504,1.09062,0.79122,0.96844,8.995e-05,8.995e-05,8.995e-05
196,741.623,0.89903,0.93345,0.86269,0.90266,0.81417,0.92512,0.67526,1.06731,0.77957,0.96762,8.9125e-05,8.9125e-05,8.9125e-05
197,744.87,0.95056,0.93815,0.86388,0.89202,0.81827,0.92773,0.67735,1.06601,0.77402,0.96462,8.83e-05,8.83e-05,8.83e-05
198,747.95,0.92327,0.91837,0.86042,0.88086,0.83286,0.92598,0.68275,1.05808,0.78464,0.96049,8.7475e-05,8.7475e-05,8.7475e-05
199,751.848,0.94594,0.9406,0.86631,0.86563,0.84693,0.92045,0.66989,1.08455,0.79731,0.96819,8.665e-05,8.665e-05,8.665e-05
200,756.401,0.94882,0.93828,0.86245,0.87178,0.85448,0.92299,0.6765,1.06798,0.78816,0.96182,8.5825e-05,8.5825e-05,8.5825e-05
201,759.569,0.91581,0.9052,0.86428,0.87118,0.85153,0.92661,0.67562,1.06068,0.77732,0.95958,8.5e-05,8.5e-05,8.5e-05
202,762.835,0.88317,0.87698,0.85619,0.87501,0.83586,0.91975,0.67193,1.07589,0.77407,0.96746,8.4175e-05,8.4175e-05,8.4175e-05
